index,value,label,truth,doLabel,anomaly
1211,886.9565217,886.9565217,886.9565217,FALSE,0
1212,878.2608696,878.2608696,878.2608696,FALSE,0
1213,878.2608696,878.2608696,878.2608696,FALSE,0
1214,878.2608696,878.2608696,878.2608696,FALSE,0
1215,878.2608696,878.2608696,878.2608696,FALSE,0
1216,869.5652174,869.5652174,869.5652174,FALSE,0
1217,869.5652174,869.5652174,869.5652174,FALSE,0
1218,869.5652174,869.5652174,869.5652174,FALSE,0
1219,869.5652174,869.5652174,869.5652174,FALSE,0
1220,869.5652174,869.5652174,869.5652174,FALSE,0
1221,869.5652174,869.5652174,869.5652174,FALSE,0
1222,913.0434783,913.0434783,913.0434783,FALSE,0
1223,913.0434783,913.0434783,913.0434783,FALSE,0
1224,913.0434783,913.0434783,913.0434783,FALSE,0
1225,869.5652174,869.5652174,869.5652174,FALSE,0
1226,904.3478261,904.3478261,904.3478261,FALSE,0
1227,904.3478261,904.3478261,904.3478261,FALSE,0
1228,913.0434783,913.0434783,913.0434783,FALSE,0
1229,904.3478261,904.3478261,904.3478261,FALSE,0
1230,860.8695652,860.8695652,860.8695652,FALSE,0
1231,913.0434783,913.0434783,913.0434783,FALSE,0
1232,860.8695652,860.8695652,860.8695652,FALSE,0
1233,860.8695652,860.8695652,860.8695652,FALSE,0
1234,826.0869565,826.0869565,826.0869565,FALSE,0
1235,826.0869565,826.0869565,826.0869565,FALSE,0
1236,817.3913043,817.3913043,817.3913043,FALSE,0
1237,817.3913043,817.3913043,817.3913043,FALSE,0
1238,817.3913043,817.3913043,817.3913043,FALSE,0
1239,808.6956522,808.6956522,808.6956522,FALSE,0
1240,808.6956522,808.6956522,808.6956522,FALSE,0
1241,808.6956522,808.6956522,808.6956522,FALSE,0
1242,808.6956522,808.6956522,808.6956522,FALSE,0
1243,808.6956522,808.6956522,808.6956522,FALSE,0
1244,808.6956522,808.6956522,808.6956522,FALSE,0
1245,800,800,800,FALSE,0
1246,800,800,800,FALSE,0
1247,800,800,800,FALSE,0
1248,800,800,800,FALSE,0
1249,800,800,800,FALSE,0
1250,800,800,800,FALSE,0
1251,800,800,800,FALSE,0
1252,800,800,800,FALSE,0
1253,808.6956522,808.6956522,808.6956522,FALSE,0
1254,808.6956522,808.6956522,808.6956522,FALSE,0
1255,800,800,800,FALSE,0
1256,800,800,800,FALSE,0
1257,800,800,800,FALSE,0
1258,756.5217391,756.5217391,756.5217391,FALSE,0
1259,782.6086957,782.6086957,782.6086957,FALSE,0
1260,747.826087,747.826087,747.826087,FALSE,0
1261,747.826087,747.826087,747.826087,FALSE,0
1262,739.1304348,739.1304348,739.1304348,FALSE,0
1263,739.1304348,739.1304348,739.1304348,FALSE,0
1264,739.1304348,739.1304348,739.1304348,FALSE,0
1265,739.1304348,739.1304348,739.1304348,FALSE,0
1266,730.4347826,730.4347826,730.4347826,FALSE,0
1267,765.2173913,765.2173913,765.2173913,FALSE,0
1268,765.2173913,765.2173913,765.2173913,FALSE,0
1269,773.9130435,773.9130435,773.9130435,FALSE,0
1270,765.2173913,765.2173913,765.2173913,FALSE,0
1271,765.2173913,765.2173913,765.2173913,FALSE,0
1272,756.5217391,756.5217391,756.5217391,FALSE,0
1273,756.5217391,756.5217391,756.5217391,FALSE,0
1274,756.5217391,756.5217391,756.5217391,FALSE,0
1275,756.5217391,756.5217391,756.5217391,FALSE,0
1276,756.5217391,756.5217391,756.5217391,FALSE,0
1277,765.2173913,765.2173913,765.2173913,FALSE,0
1278,756.5217391,756.5217391,756.5217391,FALSE,0
1279,747.826087,747.826087,747.826087,FALSE,0
1280,756.5217391,756.5217391,756.5217391,FALSE,0
1281,756.5217391,756.5217391,756.5217391,FALSE,0
1282,747.826087,747.826087,747.826087,FALSE,0
1283,704.3478261,704.3478261,704.3478261,FALSE,0
1284,747.826087,747.826087,747.826087,FALSE,0
1285,756.5217391,756.5217391,756.5217391,FALSE,0
1286,747.826087,747.826087,747.826087,FALSE,0
1287,713.0434783,713.0434783,713.0434783,FALSE,0
1288,739.1304348,739.1304348,739.1304348,FALSE,0
1289,739.1304348,739.1304348,739.1304348,FALSE,0
1290,730.4347826,730.4347826,730.4347826,FALSE,0
1291,713.0434783,713.0434783,713.0434783,FALSE,0
1292,695.6521739,695.6521739,695.6521739,FALSE,0
1293,730.4347826,730.4347826,730.4347826,FALSE,0
1294,721.7391304,721.7391304,721.7391304,FALSE,0
1295,721.7391304,721.7391304,721.7391304,FALSE,0
1296,730.4347826,730.4347826,730.4347826,FALSE,0
1297,721.7391304,721.7391304,721.7391304,FALSE,0
1298,721.7391304,721.7391304,721.7391304,FALSE,0
1299,721.7391304,721.7391304,721.7391304,FALSE,0
1300,721.7391304,721.7391304,721.7391304,FALSE,0
1301,721.7391304,721.7391304,721.7391304,FALSE,0
1302,721.7391304,721.7391304,721.7391304,FALSE,0
1303,721.7391304,721.7391304,721.7391304,FALSE,0
1304,721.7391304,721.7391304,721.7391304,FALSE,0
1305,721.7391304,721.7391304,721.7391304,FALSE,0
1306,686.9565217,686.9565217,686.9565217,FALSE,0
1307,669.5652174,669.5652174,669.5652174,FALSE,0
1308,695.6521739,695.6521739,695.6521739,FALSE,0
1309,713.0434783,713.0434783,713.0434783,FALSE,0
1310,695.6521739,695.6521739,695.6521739,FALSE,0
1311,669.5652174,669.5652174,669.5652174,FALSE,0
1312,704.3478261,704.3478261,704.3478261,FALSE,0
1313,695.6521739,695.6521739,695.6521739,FALSE,0
1314,695.6521739,695.6521739,695.6521739,FALSE,0
1315,695.6521739,695.6521739,695.6521739,FALSE,0
1316,678.2608696,678.2608696,678.2608696,FALSE,0
1317,695.6521739,695.6521739,695.6521739,FALSE,0
1318,686.9565217,686.9565217,686.9565217,FALSE,0
1319,695.6521739,695.6521739,695.6521739,FALSE,0
1320,686.9565217,686.9565217,686.9565217,FALSE,0
1321,686.9565217,686.9565217,686.9565217,FALSE,0
1322,686.9565217,686.9565217,686.9565217,FALSE,0
1323,686.9565217,686.9565217,686.9565217,FALSE,0
1324,695.6521739,695.6521739,695.6521739,FALSE,0
1325,695.6521739,695.6521739,695.6521739,FALSE,0
1326,695.6521739,695.6521739,695.6521739,FALSE,0
1327,686.9565217,686.9565217,686.9565217,FALSE,0
1328,686.9565217,686.9565217,686.9565217,FALSE,0
1329,669.5652174,669.5652174,669.5652174,FALSE,0
1330,643.4782609,643.4782609,643.4782609,FALSE,0
1331,643.4782609,643.4782609,643.4782609,FALSE,0
1332,634.7826087,634.7826087,634.7826087,FALSE,0
1333,678.2608696,678.2608696,678.2608696,FALSE,0
1334,669.5652174,669.5652174,669.5652174,FALSE,0
1335,669.5652174,669.5652174,669.5652174,FALSE,0
1336,634.7826087,634.7826087,634.7826087,FALSE,0
1337,660.8695652,660.8695652,660.8695652,FALSE,0
1338,660.8695652,660.8695652,660.8695652,FALSE,0
1339,660.8695652,660.8695652,660.8695652,FALSE,0
1340,660.8695652,660.8695652,660.8695652,FALSE,0
1341,652.173913,652.173913,652.173913,FALSE,0
1342,652.173913,652.173913,652.173913,FALSE,0
1343,652.173913,652.173913,652.173913,FALSE,0
1344,652.173913,652.173913,652.173913,FALSE,0
1345,652.173913,652.173913,652.173913,FALSE,0
1346,660.8695652,660.8695652,660.8695652,FALSE,0
1347,652.173913,652.173913,652.173913,FALSE,0
1348,652.173913,652.173913,652.173913,FALSE,0
1349,652.173913,652.173913,652.173913,FALSE,0
1350,652.173913,652.173913,652.173913,FALSE,0
1351,652.173913,652.173913,652.173913,FALSE,0
1352,643.4782609,643.4782609,643.4782609,FALSE,0
1353,617.3913043,617.3913043,617.3913043,FALSE,0
1354,643.4782609,643.4782609,643.4782609,FALSE,0
1355,617.3913043,617.3913043,617.3913043,FALSE,0
1356,643.4782609,643.4782609,643.4782609,FALSE,0
1357,634.7826087,634.7826087,634.7826087,FALSE,0
1358,634.7826087,634.7826087,634.7826087,FALSE,0
1359,626.0869565,626.0869565,626.0869565,FALSE,0
1360,626.0869565,626.0869565,626.0869565,FALSE,0
1361,626.0869565,626.0869565,626.0869565,FALSE,0
1362,617.3913043,617.3913043,617.3913043,FALSE,0
1363,617.3913043,617.3913043,617.3913043,FALSE,0
1364,617.3913043,617.3913043,617.3913043,FALSE,0
1365,617.3913043,617.3913043,617.3913043,FALSE,0
1366,617.3913043,617.3913043,617.3913043,FALSE,0
1367,608.6956522,608.6956522,608.6956522,FALSE,0
1368,608.6956522,608.6956522,608.6956522,FALSE,0
1369,608.6956522,608.6956522,608.6956522,FALSE,0
1370,617.3913043,617.3913043,617.3913043,FALSE,0
1371,617.3913043,617.3913043,617.3913043,FALSE,0
1372,617.3913043,617.3913043,617.3913043,FALSE,0
1373,617.3913043,617.3913043,617.3913043,FALSE,0
1374,617.3913043,617.3913043,617.3913043,FALSE,0
1375,626.0869565,626.0869565,626.0869565,FALSE,0
1376,608.6956522,608.6956522,608.6956522,FALSE,0
1377,617.3913043,617.3913043,617.3913043,FALSE,0
1378,608.6956522,608.6956522,608.6956522,FALSE,0
1379,600,600,600,FALSE,0
1380,608.6956522,608.6956522,608.6956522,FALSE,0
1381,600,600,600,FALSE,0
1382,591.3043478,591.3043478,591.3043478,FALSE,0
1383,591.3043478,591.3043478,591.3043478,FALSE,0
1384,591.3043478,591.3043478,591.3043478,FALSE,0
1385,582.6086957,582.6086957,582.6086957,FALSE,0
1386,582.6086957,582.6086957,582.6086957,FALSE,0
1387,582.6086957,582.6086957,582.6086957,FALSE,0
1388,582.6086957,582.6086957,582.6086957,FALSE,0
1389,582.6086957,582.6086957,582.6086957,FALSE,0
1390,573.9130435,573.9130435,573.9130435,FALSE,0
1391,573.9130435,573.9130435,573.9130435,FALSE,0
1392,582.6086957,582.6086957,582.6086957,FALSE,0
1393,573.9130435,573.9130435,573.9130435,FALSE,0
1394,573.9130435,573.9130435,573.9130435,FALSE,0
1395,573.9130435,573.9130435,573.9130435,FALSE,0
1396,591.3043478,591.3043478,591.3043478,FALSE,0
1397,573.9130435,573.9130435,573.9130435,FALSE,0
1398,573.9130435,573.9130435,573.9130435,FALSE,0
1399,573.9130435,573.9130435,573.9130435,FALSE,0
1400,573.9130435,573.9130435,573.9130435,FALSE,0
1401,565.2173913,565.2173913,565.2173913,FALSE,0
1402,565.2173913,565.2173913,565.2173913,FALSE,0
1403,565.2173913,565.2173913,565.2173913,FALSE,0
1404,565.2173913,565.2173913,565.2173913,FALSE,0
1405,556.5217391,556.5217391,556.5217391,FALSE,0
1406,565.2173913,565.2173913,565.2173913,FALSE,0
1407,556.5217391,556.5217391,556.5217391,FALSE,0
1408,547.826087,547.826087,547.826087,FALSE,0
1409,547.826087,547.826087,547.826087,FALSE,0
1410,547.826087,547.826087,547.826087,FALSE,0
1411,547.826087,547.826087,547.826087,FALSE,0
1412,547.826087,547.826087,547.826087,FALSE,0
1413,539.1304348,539.1304348,539.1304348,FALSE,0
1414,539.1304348,539.1304348,539.1304348,FALSE,0
1415,539.1304348,539.1304348,539.1304348,FALSE,0
1416,547.826087,547.826087,547.826087,FALSE,0
1417,539.1304348,539.1304348,539.1304348,FALSE,0
1418,556.5217391,556.5217391,556.5217391,FALSE,0
1419,547.826087,547.826087,547.826087,FALSE,0
1420,547.826087,547.826087,547.826087,FALSE,0
1421,547.826087,547.826087,547.826087,FALSE,0
1422,530.4347826,530.4347826,530.4347826,FALSE,0
1423,556.5217391,556.5217391,556.5217391,FALSE,0
1424,539.1304348,539.1304348,539.1304348,FALSE,0
1425,539.1304348,539.1304348,539.1304348,FALSE,0
1426,539.1304348,539.1304348,539.1304348,FALSE,0
1427,530.4347826,530.4347826,530.4347826,FALSE,0
1428,530.4347826,530.4347826,530.4347826,FALSE,0
1429,530.4347826,530.4347826,530.4347826,FALSE,0
1430,521.7391304,521.7391304,521.7391304,FALSE,0
1431,521.7391304,521.7391304,521.7391304,FALSE,0
1432,521.7391304,521.7391304,521.7391304,FALSE,0
1433,513.0434783,513.0434783,513.0434783,FALSE,0
1434,513.0434783,513.0434783,513.0434783,FALSE,0
1435,513.0434783,513.0434783,513.0434783,FALSE,0
1436,513.0434783,513.0434783,513.0434783,FALSE,0
1437,513.0434783,513.0434783,513.0434783,FALSE,0
1438,504.3478261,504.3478261,504.3478261,FALSE,0
1439,504.3478261,504.3478261,504.3478261,FALSE,0
1440,504.3478261,504.3478261,504.3478261,FALSE,0
1441,513.0434783,513.0434783,513.0434783,FALSE,0
1442,513.0434783,513.0434783,513.0434783,FALSE,0
1443,513.0434783,513.0434783,513.0434783,FALSE,0
1444,513.0434783,513.0434783,513.0434783,FALSE,0
1445,513.0434783,513.0434783,513.0434783,FALSE,0
1446,521.7391304,521.7391304,521.7391304,FALSE,0
1447,513.0434783,513.0434783,513.0434783,FALSE,0
1448,504.3478261,504.3478261,504.3478261,FALSE,0
1449,513.0434783,513.0434783,513.0434783,FALSE,0
1450,504.3478261,504.3478261,504.3478261,FALSE,0
1451,504.3478261,504.3478261,504.3478261,FALSE,0
1452,495.6521739,495.6521739,495.6521739,FALSE,0
1453,495.6521739,495.6521739,495.6521739,FALSE,0
1454,495.6521739,495.6521739,495.6521739,FALSE,0
1455,486.9565217,486.9565217,486.9565217,FALSE,0
1456,486.9565217,486.9565217,486.9565217,FALSE,0
1457,486.9565217,486.9565217,486.9565217,FALSE,0
1458,486.9565217,486.9565217,486.9565217,FALSE,0
1459,478.2608696,478.2608696,478.2608696,FALSE,0
1460,478.2608696,478.2608696,478.2608696,FALSE,0
1461,478.2608696,478.2608696,478.2608696,FALSE,0
1462,469.5652174,469.5652174,469.5652174,FALSE,0
1463,478.2608696,478.2608696,478.2608696,FALSE,0
1464,478.2608696,478.2608696,478.2608696,FALSE,0
1465,478.2608696,478.2608696,478.2608696,FALSE,0
1466,478.2608696,478.2608696,478.2608696,FALSE,0
1467,478.2608696,478.2608696,478.2608696,FALSE,0
1468,478.2608696,478.2608696,478.2608696,FALSE,0
1469,478.2608696,478.2608696,478.2608696,FALSE,0
1470,486.9565217,486.9565217,486.9565217,FALSE,0
1471,478.2608696,478.2608696,478.2608696,FALSE,0
1472,469.5652174,469.5652174,469.5652174,FALSE,0
1473,469.5652174,469.5652174,469.5652174,FALSE,0
1474,469.5652174,469.5652174,469.5652174,FALSE,0
1475,469.5652174,469.5652174,469.5652174,FALSE,0
1476,460.8695652,460.8695652,460.8695652,FALSE,0
1477,460.8695652,460.8695652,460.8695652,FALSE,0
1478,460.8695652,460.8695652,460.8695652,FALSE,0
1479,460.8695652,460.8695652,460.8695652,FALSE,0
1480,460.8695652,460.8695652,460.8695652,FALSE,0
1481,452.173913,452.173913,452.173913,FALSE,0
1482,452.173913,452.173913,452.173913,FALSE,0
1483,452.173913,452.173913,452.173913,FALSE,0
1484,443.4782609,443.4782609,443.4782609,FALSE,0
1485,443.4782609,443.4782609,443.4782609,FALSE,0
1486,443.4782609,443.4782609,443.4782609,FALSE,0
1487,443.4782609,443.4782609,443.4782609,FALSE,0
1488,443.4782609,443.4782609,443.4782609,FALSE,0
1489,452.173913,452.173913,452.173913,FALSE,0
1490,452.173913,452.173913,452.173913,FALSE,0
1491,452.173913,452.173913,452.173913,FALSE,0
1492,452.173913,452.173913,452.173913,FALSE,0
1493,452.173913,452.173913,452.173913,FALSE,0
1494,452.173913,452.173913,452.173913,FALSE,0
1495,452.173913,452.173913,452.173913,FALSE,0
1496,443.4782609,443.4782609,443.4782609,FALSE,0
1497,443.4782609,443.4782609,443.4782609,FALSE,0
1498,443.4782609,443.4782609,443.4782609,FALSE,0
1499,443.4782609,443.4782609,443.4782609,FALSE,0
1500,434.7826087,434.7826087,434.7826087,FALSE,0
1501,434.7826087,434.7826087,434.7826087,FALSE,0
1502,434.7826087,434.7826087,434.7826087,FALSE,0
1503,426.0869565,426.0869565,426.0869565,FALSE,0
1504,426.0869565,426.0869565,426.0869565,FALSE,0
1505,426.0869565,426.0869565,426.0869565,FALSE,0
1506,426.0869565,426.0869565,426.0869565,FALSE,0
1507,426.0869565,426.0869565,426.0869565,FALSE,0
1508,417.3913043,417.3913043,417.3913043,FALSE,0
1509,417.3913043,417.3913043,417.3913043,FALSE,0
1510,417.3913043,417.3913043,417.3913043,FALSE,0
1511,417.3913043,417.3913043,417.3913043,FALSE,0
1512,426.0869565,426.0869565,426.0869565,FALSE,0
1513,417.3913043,417.3913043,417.3913043,FALSE,0
1514,417.3913043,417.3913043,417.3913043,FALSE,0
1515,417.3913043,417.3913043,417.3913043,FALSE,0
1516,426.0869565,426.0869565,426.0869565,FALSE,0
1517,426.0869565,426.0869565,426.0869565,FALSE,0
1518,426.0869565,426.0869565,426.0869565,FALSE,0
1519,434.7826087,434.7826087,434.7826087,FALSE,0
1520,417.3913043,417.3913043,417.3913043,FALSE,0
1521,417.3913043,417.3913043,417.3913043,FALSE,0
1522,417.3913043,417.3913043,417.3913043,FALSE,0
1523,417.3913043,417.3913043,417.3913043,FALSE,0
1524,417.3913043,417.3913043,417.3913043,FALSE,0
1525,408.6956522,408.6956522,408.6956522,FALSE,0
1526,408.6956522,408.6956522,408.6956522,FALSE,0
