index,value,label,truth,anomaly,doLabel
927,858,858,858,0,FALSE
928,869,869,869,0,FALSE
929,847,847,847,0,FALSE
930,836,836,836,0,FALSE
931,869,869,869,0,FALSE
932,869,869,869,0,FALSE
933,836,836,836,0,FALSE
934,836,836,836,0,FALSE
935,836,836,836,0,FALSE
936,836,836,836,0,FALSE
937,836,836,836,0,FALSE
938,858,858,858,0,FALSE
939,869,869,869,0,FALSE
940,858,858,858,0,FALSE
941,858,858,858,0,FALSE
942,858,858,858,0,FALSE
943,891,891,891,0,FALSE
944,858,858,858,0,FALSE
945,891,891,891,0,FALSE
946,847,847,847,0,FALSE
947,836,836,836,0,FALSE
948,869,869,869,0,FALSE
949,858,858,858,0,FALSE
950,836,836,836,0,FALSE
951,836,836,836,0,FALSE
952,825,825,825,0,FALSE
953,825,825,825,0,FALSE
954,825,825,825,0,FALSE
955,825,825,825,0,FALSE
956,825,825,825,0,FALSE
957,836,836,836,0,FALSE
958,858,858,858,0,FALSE
959,847,847,847,0,FALSE
960,825,825,825,0,FALSE
961,825,825,825,0,FALSE
962,858,858,858,0,FALSE
963,869,869,869,0,FALSE
964,869,869,869,0,FALSE
965,880,880,880,0,FALSE
966,880,880,880,0,FALSE
967,869,869,869,0,FALSE
968,836,836,836,0,FALSE
969,825,825,825,0,FALSE
970,825,825,825,0,FALSE
971,825,825,825,0,FALSE
972,825,825,825,0,FALSE
973,825,825,825,0,FALSE
974,825,825,825,0,FALSE
975,825,825,825,0,FALSE
976,858,858,858,0,FALSE
977,869,869,869,0,FALSE
978,869,869,869,0,FALSE
979,869,869,869,0,FALSE
980,869,869,869,0,FALSE
981,891,891,891,0,FALSE
982,880,880,880,0,FALSE
983,880,880,880,0,FALSE
984,869,869,869,0,FALSE
985,880,880,880,0,FALSE
986,891,891,891,0,FALSE
987,891,891,891,0,FALSE
988,869,869,869,0,FALSE
989,880,880,880,0,FALSE
990,858,858,858,0,FALSE
991,858,858,858,0,FALSE
992,858,858,858,0,FALSE
993,858,858,858,0,FALSE
994,858,858,858,0,FALSE
995,825,825,825,0,FALSE
996,814,814,814,0,FALSE
997,825,825,825,0,FALSE
998,825,825,825,0,FALSE
999,814,814,814,0,FALSE
1000,814,814,814,0,FALSE
1001,814,814,814,0,FALSE
1002,814,814,814,0,FALSE
1003,814,814,814,0,FALSE
1004,814,814,814,0,FALSE
1005,814,814,814,0,FALSE
1006,814,814,814,0,FALSE
1007,814,814,814,0,FALSE
1008,814,814,814,0,FALSE
1009,814,814,814,0,FALSE
1010,814,814,814,0,FALSE
1011,847,847,847,0,FALSE
1012,825,825,825,0,FALSE
1013,814,814,814,0,FALSE
1014,847,847,847,0,FALSE
1015,847,847,847,0,FALSE
1016,814,814,814,0,FALSE
1017,814,814,814,0,FALSE
1018,814,814,814,0,FALSE
1019,814,814,814,0,FALSE
1020,814,814,814,0,FALSE
1021,814,814,814,0,FALSE
1022,803,803,803,0,FALSE
1023,803,803,803,0,FALSE
1024,803,803,803,0,FALSE
1025,803,803,803,0,FALSE
1026,803,803,803,0,FALSE
1027,803,803,803,0,FALSE
1028,803,803,803,0,FALSE
1029,803,803,803,0,FALSE
1030,803,803,803,0,FALSE
1031,803,803,803,0,FALSE
1032,803,803,803,0,FALSE
1033,803,803,803,0,FALSE
1034,803,803,803,0,FALSE
1035,814,814,814,0,FALSE
1036,869,869,869,0,FALSE
1037,880,880,880,0,FALSE
1038,869,869,869,0,FALSE
1039,814,814,814,0,FALSE
1040,803,803,803,0,FALSE
1041,803,803,803,0,FALSE
1042,803,803,803,0,FALSE
1043,869,869,869,0,FALSE
1044,814,814,814,0,FALSE
1045,814,814,814,0,FALSE
1046,825,825,825,0,FALSE
1047,880,880,880,0,FALSE
1048,869,869,869,0,FALSE
1049,803,803,803,0,FALSE
1050,803,803,803,0,FALSE
1051,803,803,803,0,FALSE
1052,858,858,858,0,FALSE
1053,759,759,759,0,FALSE
1054,759,759,759,0,FALSE
1055,759,759,759,0,FALSE
1056,759,759,759,0,FALSE
1057,803,803,803,0,FALSE
1058,803,803,803,0,FALSE
1059,781,781,781,0,FALSE
1060,759,759,759,0,FALSE
1061,759,759,759,0,FALSE
1062,803,803,803,0,FALSE
1063,858,858,858,0,FALSE
1064,858,858,858,0,FALSE
1065,880,880,880,0,FALSE
1066,869,869,869,0,FALSE
1067,880,880,880,0,FALSE
1068,880,880,880,0,FALSE
1069,891,891,891,0,FALSE
1070,902,902,902,0,FALSE
1071,869,869,869,0,FALSE
1072,825,825,825,0,FALSE
1073,858,858,858,0,FALSE
1074,847,847,847,0,FALSE
1075,869,869,869,0,FALSE
1076,869,869,869,0,FALSE
1077,858,858,858,0,FALSE
1078,836,836,836,0,FALSE
1079,803,803,803,0,FALSE
1080,792,792,792,0,FALSE
1081,792,792,792,0,FALSE
1082,803,803,803,0,FALSE
1083,836,836,836,0,FALSE
1084,869,869,869,0,FALSE
1085,880,880,880,0,FALSE
1086,858,858,858,0,FALSE
1087,869,869,869,0,FALSE
1088,869,869,869,0,FALSE
1089,869,869,869,0,FALSE
1090,869,869,869,0,FALSE
1091,858,858,858,0,FALSE
1092,880,880,880,0,FALSE
1093,869,869,869,0,FALSE
1094,869,869,869,0,FALSE
1095,869,869,869,0,FALSE
1096,858,858,858,0,FALSE
1097,869,869,869,0,FALSE
1098,825,825,825,0,FALSE
1099,737,737,737,0,FALSE
1100,737,737,737,0,FALSE
1101,737,737,737,0,FALSE
1102,737,737,737,0,FALSE
1103,737,737,737,0,FALSE
1104,726,726,726,0,FALSE
1105,726,726,726,0,FALSE
1106,726,726,726,0,FALSE
1107,737,737,737,0,FALSE
1108,748,748,748,0,FALSE
1109,836,836,836,0,FALSE
1110,869,869,869,0,FALSE
1111,847,847,847,0,FALSE
1112,858,858,858,0,FALSE
1113,880,880,880,0,FALSE
1114,869,869,869,0,FALSE
1115,869,869,869,0,FALSE
1116,869,869,869,0,FALSE
1117,825,825,825,0,FALSE
1118,858,858,858,0,FALSE
1119,869,869,869,0,FALSE
1120,847,847,847,0,FALSE
1121,858,858,858,0,FALSE
1122,847,847,847,0,FALSE
1123,858,858,858,0,FALSE
1124,737,737,737,0,FALSE
1125,726,726,726,0,FALSE
1126,737,737,737,0,FALSE
1127,715,715,715,0,FALSE
1128,715,715,715,0,FALSE
1129,715,715,715,0,FALSE
1130,715,715,715,0,FALSE
1131,726,726,726,0,FALSE
1132,715,715,715,0,FALSE
1133,726,726,726,0,FALSE
1134,726,726,726,0,FALSE
1135,726,726,726,0,FALSE
1136,869,869,869,0,FALSE
1137,869,869,869,0,FALSE
1138,869,869,869,0,FALSE
1139,869,869,869,0,FALSE
1140,737,737,737,0,FALSE
1141,836,836,836,0,FALSE
1142,869,869,869,0,FALSE
1143,880,880,880,0,FALSE
1144,869,869,869,0,FALSE
1145,858,858,858,0,FALSE
1146,880,880,880,0,FALSE
1147,869,869,869,0,FALSE
1148,880,880,880,0,FALSE
1149,880,880,880,0,FALSE
1150,825,825,825,0,FALSE
1151,880,880,880,0,FALSE
1152,880,880,880,0,FALSE
1153,858,858,858,0,FALSE
1154,902,902,902,0,FALSE
1155,891,891,891,0,FALSE
1156,891,891,891,0,FALSE
1157,880,880,880,0,FALSE
1158,858,858,858,0,FALSE
1159,836,836,836,0,FALSE
1160,858,858,858,0,FALSE
1161,858,858,858,0,FALSE
1162,924,924,924,0,FALSE
1163,880,880,880,0,FALSE
1164,902,902,902,0,FALSE
1165,891,891,891,0,FALSE
1166,858,858,858,0,FALSE
1167,880,880,880,0,FALSE
1168,858,858,858,0,FALSE
1169,858,858,858,0,FALSE
1170,880,880,880,0,FALSE
1171,902,902,902,0,FALSE
1172,902,902,902,0,FALSE
1173,902,902,902,0,FALSE
1174,913,913,913,0,FALSE
1175,473,473,890,1,FALSE
1176,440,440,880,1,FALSE
1177,858,858,858,0,FALSE
1178,858,858,858,0,FALSE
1179,858,858,858,0,FALSE
1180,858,858,858,0,FALSE
1181,858,858,858,0,FALSE
1182,858,858,858,0,FALSE
1183,858,858,858,0,FALSE
1184,858,858,858,0,FALSE
1185,858,858,858,0,FALSE
1186,858,858,858,0,FALSE
1187,858,858,858,0,FALSE
1188,858,858,858,0,FALSE
1189,858,858,858,0,FALSE
1190,858,858,858,0,FALSE
1191,869,869,869,0,FALSE
1192,869,869,869,0,FALSE
1193,858,858,858,0,FALSE
1194,847,847,847,0,FALSE
1195,869,869,869,0,FALSE
1196,869,869,869,0,FALSE
1197,869,869,869,0,FALSE
1198,869,869,869,0,FALSE
1199,847,847,847,0,FALSE
1200,858,858,858,0,FALSE
1201,858,858,858,0,FALSE
1202,869,869,869,0,FALSE
1203,869,869,869,0,FALSE
1204,869,869,869,0,FALSE
1205,869,869,869,0,FALSE
1206,858,858,858,0,FALSE
1207,858,858,858,0,FALSE
1208,869,869,869,0,FALSE
1209,869,869,869,0,FALSE
1210,869,869,869,0,FALSE
1211,858,858,858,0,FALSE
1212,858,858,858,0,FALSE
1213,869,869,869,0,FALSE
1214,858,858,858,0,FALSE
1215,858,858,858,0,FALSE
1216,858,858,858,0,FALSE
1217,858,858,858,0,FALSE
1218,858,858,858,0,FALSE
1219,858,858,858,0,FALSE
1220,858,858,858,0,FALSE
1221,858,858,858,0,FALSE
1222,858,858,858,0,FALSE
1223,858,858,858,0,FALSE
1224,858,858,858,0,FALSE
1225,858,858,858,0,FALSE
1226,858,858,858,0,FALSE
1227,858,858,858,0,FALSE
1228,858,858,858,0,FALSE
1229,858,858,858,0,FALSE
1230,858,858,858,0,FALSE
1231,858,858,858,0,FALSE
1232,858,858,858,0,FALSE
1233,858,858,858,0,FALSE
1234,858,858,858,0,FALSE
1235,858,858,858,0,FALSE
1236,858,858,858,0,FALSE
1237,858,858,858,0,FALSE
1238,847,847,847,0,FALSE
1239,847,847,847,0,FALSE
1240,858,858,858,0,FALSE
1241,858,858,858,0,FALSE
1242,858,858,858,0,FALSE
1243,858,858,858,0,FALSE
1244,858,858,858,0,FALSE
1245,858,858,858,0,FALSE
1246,858,858,858,0,FALSE
1247,858,858,858,0,FALSE
1248,858,858,858,0,FALSE
1249,858,858,858,0,FALSE
1250,858,858,858,0,FALSE
1251,858,858,858,0,FALSE
1252,858,858,858,0,FALSE
1253,858,858,858,0,FALSE
1254,858,858,858,0,FALSE
1255,858,858,858,0,FALSE
1256,858,858,858,0,FALSE
1257,858,858,858,0,FALSE
1258,858,858,858,0,FALSE
1259,858,858,858,0,FALSE
1260,858,858,858,0,FALSE
1261,858,858,858,0,FALSE
1262,858,858,858,0,FALSE
1263,858,858,858,0,FALSE
1264,858,858,858,0,FALSE
1265,847,847,847,0,FALSE
1266,847,847,847,0,FALSE
1267,847,847,847,0,FALSE
1268,847,847,847,0,FALSE
1269,847,847,847,0,FALSE
1270,858,858,858,0,FALSE
1271,858,858,858,0,FALSE
1272,858,858,858,0,FALSE
1273,858,858,858,0,FALSE
1274,858,858,858,0,FALSE
1275,858,858,858,0,FALSE
1276,858,858,858,0,FALSE
1277,858,858,858,0,FALSE
1278,858,858,858,0,FALSE
1279,858,858,858,0,FALSE
1280,858,858,858,0,FALSE
1281,858,858,858,0,FALSE
1282,858,858,858,0,FALSE
1283,858,858,858,0,FALSE
1284,858,858,858,0,FALSE
1285,858,858,858,0,FALSE
1286,858,858,858,0,FALSE
1287,858,858,858,0,FALSE
1288,858,858,858,0,FALSE
1289,858,858,858,0,FALSE
1290,858,858,858,0,FALSE
1291,858,858,858,0,FALSE
1292,858,858,858,0,FALSE
1293,858,858,858,0,FALSE
1294,858,858,858,0,FALSE
1295,858,858,858,0,FALSE
1296,858,858,858,0,FALSE
1297,858,858,858,0,FALSE
1298,858,858,858,0,FALSE
1299,858,858,858,0,FALSE
1300,858,858,858,0,FALSE
1301,858,858,858,0,FALSE
1302,858,858,858,0,FALSE
1303,858,858,858,0,FALSE
1304,858,858,858,0,FALSE
1305,858,858,858,0,FALSE
1306,858,858,858,0,FALSE
1307,847,847,847,0,FALSE
1308,858,858,858,0,FALSE
1309,858,858,858,0,FALSE
1310,858,858,858,0,FALSE
1311,858,858,858,0,FALSE
1312,869,869,869,0,FALSE
1313,858,858,858,0,FALSE
1314,858,858,858,0,FALSE
1315,858,858,858,0,FALSE
1316,858,858,858,0,FALSE
1317,858,858,858,0,FALSE
1318,858,858,858,0,FALSE
1319,836,836,836,0,FALSE
1320,858,858,858,0,FALSE
1321,858,858,858,0,FALSE
1322,858,858,858,0,FALSE
1323,858,858,858,0,FALSE
1324,858,858,858,0,FALSE
1325,858,858,858,0,FALSE
1326,858,858,858,0,FALSE
1327,858,858,858,0,FALSE
1328,858,858,858,0,FALSE
1329,847,847,847,0,FALSE
1330,858,858,858,0,FALSE
1331,858,858,858,0,FALSE
1332,858,858,858,0,FALSE
1333,858,858,858,0,FALSE
1334,858,858,858,0,FALSE
1335,858,858,858,0,FALSE
1336,858,858,858,0,FALSE
1337,858,858,858,0,FALSE
1338,858,858,858,0,FALSE
1339,858,858,858,0,FALSE
1340,858,858,858,0,FALSE
1341,858,858,858,0,FALSE
1342,858,858,858,0,FALSE
1343,858,858,858,0,FALSE
1344,858,858,858,0,FALSE
1345,858,858,858,0,FALSE
1346,858,858,858,0,FALSE
1347,869,869,869,0,FALSE
1348,858,858,858,0,FALSE
1349,858,858,858,0,FALSE
1350,858,858,858,0,FALSE
1351,858,858,858,0,FALSE
1352,869,869,869,0,FALSE
1353,858,858,858,0,FALSE
1354,847,847,847,0,FALSE
1355,869,869,869,0,FALSE
1356,836,836,836,0,FALSE
1357,836,836,836,0,FALSE
1358,869,869,869,0,FALSE
1359,858,858,858,0,FALSE
1360,869,869,869,0,FALSE
1361,858,858,858,0,FALSE
1362,858,858,858,0,FALSE
1363,858,858,858,0,FALSE
1364,858,858,858,0,FALSE
1365,858,858,858,0,FALSE
1366,858,858,858,0,FALSE
1367,858,858,858,0,FALSE
1368,836,836,836,0,FALSE
1369,858,858,858,0,FALSE
1370,847,847,847,0,FALSE
1371,858,858,858,0,FALSE
1372,858,858,858,0,FALSE
1373,858,858,858,0,FALSE
1374,858,858,858,0,FALSE
1375,858,858,858,0,FALSE
1376,858,858,858,0,FALSE
1377,858,858,858,0,FALSE
1378,858,858,858,0,FALSE
1379,858,858,858,0,FALSE
1380,847,847,847,0,FALSE
1381,814,814,814,0,FALSE
1382,858,858,858,0,FALSE
1383,847,847,847,0,FALSE
1384,352,352,847,1,FALSE
1385,847,847,847,0,FALSE
1386,847,847,847,0,FALSE
1387,836,836,836,0,FALSE
1388,869,869,869,0,FALSE
1389,869,869,869,0,FALSE
1390,858,858,858,0,FALSE
1391,869,869,869,0,FALSE
1392,869,869,869,0,FALSE
1393,858,858,858,0,FALSE
1394,858,858,858,0,FALSE
1395,847,847,847,0,FALSE
1396,858,858,858,0,FALSE
1397,858,858,858,0,FALSE
1398,847,847,847,0,FALSE
1399,858,858,858,0,FALSE
1400,858,858,858,0,FALSE
1401,858,858,858,0,FALSE
1402,858,858,858,0,FALSE
1403,858,858,858,0,FALSE
1404,858,858,858,0,FALSE
1405,847,847,847,0,FALSE
1406,847,847,847,0,FALSE
1407,869,869,869,0,FALSE
1408,858,858,858,0,FALSE
1409,858,858,858,0,FALSE
1410,858,858,858,0,FALSE
1411,858,858,858,0,FALSE
1412,858,858,858,0,FALSE
1413,847,847,847,0,FALSE
1414,858,858,858,0,FALSE
1415,858,858,858,0,FALSE
1416,858,858,858,0,FALSE
1417,869,869,869,0,FALSE
1418,858,858,858,0,FALSE
1419,330,330,858,1,FALSE
1420,869,869,869,0,FALSE
1421,880,880,880,0,FALSE
1422,825,825,825,0,FALSE
1423,880,880,880,0,FALSE
1424,341,341,870,1,FALSE
1425,847,847,860,0,FALSE
1426,858,858,858,0,FALSE
1427,858,858,858,0,FALSE
1428,858,858,858,0,FALSE
1429,858,858,858,0,FALSE
1430,858,858,858,0,FALSE
1431,858,858,858,0,FALSE
1432,858,858,858,0,FALSE
1433,858,858,858,0,FALSE
1434,847,847,847,0,FALSE
1435,869,869,869,0,FALSE
1436,858,858,858,0,FALSE
1437,858,858,858,0,FALSE
1438,869,869,869,0,FALSE
1439,858,858,858,0,FALSE
1440,858,858,858,0,FALSE
1441,858,858,858,0,FALSE
1442,858,858,858,0,FALSE
1443,836,836,836,0,FALSE
1444,880,880,880,0,FALSE
1445,880,880,880,0,FALSE
1446,869,869,869,0,FALSE
1447,891,891,891,0,FALSE
1448,869,869,869,0,FALSE
1449,858,858,858,0,FALSE
1450,858,858,858,0,FALSE
1451,858,858,858,0,FALSE
1452,858,858,858,0,FALSE
1453,847,847,847,0,FALSE
1454,847,847,847,0,FALSE
1455,858,858,858,0,FALSE
1456,858,858,858,0,FALSE
1457,858,858,858,0,FALSE
1458,858,858,858,0,FALSE
1459,858,858,858,0,FALSE
1460,858,858,858,0,FALSE
1461,836,836,836,0,FALSE
1462,858,858,858,0,FALSE
1463,847,847,847,0,FALSE
1464,858,858,858,0,FALSE
1465,869,869,869,0,FALSE
1466,858,858,858,0,FALSE
1467,880,880,880,0,FALSE
1468,869,869,869,0,FALSE
1469,869,869,869,0,FALSE
1470,880,880,880,0,FALSE
1471,869,869,869,0,FALSE
1472,869,869,869,0,FALSE
1473,825,825,825,0,FALSE
1474,847,847,847,0,FALSE
1475,869,869,869,0,FALSE
1476,880,880,880,0,FALSE
1477,869,869,869,0,FALSE
1478,869,869,869,0,FALSE
1479,858,858,858,0,FALSE
1480,858,858,858,0,FALSE
1481,858,858,858,0,FALSE
1482,858,858,858,0,FALSE
1483,858,858,858,0,FALSE
1484,858,858,858,0,FALSE
1485,858,858,858,0,FALSE
1486,858,858,858,0,FALSE
1487,858,858,858,0,FALSE
1488,858,858,858,0,FALSE
1489,869,869,869,0,FALSE
1490,836,836,836,0,FALSE
1491,836,836,836,0,FALSE
1492,847,847,847,0,FALSE
1493,858,858,858,0,FALSE
1494,814,814,814,0,FALSE
1495,858,858,858,0,FALSE
1496,869,869,869,0,FALSE
1497,858,858,858,0,FALSE
1498,858,858,858,0,FALSE
1499,869,869,869,0,FALSE
1500,858,858,858,0,FALSE
1501,858,858,858,0,FALSE
1502,858,858,858,0,FALSE
1503,858,858,858,0,FALSE
1504,858,858,858,0,FALSE
1505,858,858,858,0,FALSE
1506,858,858,858,0,FALSE
1507,858,858,858,0,FALSE
1508,858,858,858,0,FALSE
1509,858,858,858,0,FALSE
1510,858,858,858,0,FALSE
1511,858,858,858,0,FALSE
1512,858,858,858,0,FALSE
1513,858,858,858,0,FALSE
1514,858,858,858,0,FALSE
1515,858,858,858,0,FALSE
1516,858,858,858,0,FALSE
1517,858,858,858,0,FALSE
1518,858,858,858,0,FALSE
1519,858,858,858,0,FALSE
1520,858,858,858,0,FALSE
1521,858,858,858,0,FALSE
1522,858,858,858,0,FALSE
1523,858,858,858,0,FALSE
1524,858,858,858,0,FALSE
1525,858,858,858,0,FALSE
1526,858,858,858,0,FALSE
1527,858,858,858,0,FALSE
1528,858,858,858,0,FALSE
1529,858,858,858,0,FALSE
1530,847,847,847,0,FALSE
1531,858,858,858,0,FALSE
1532,858,858,858,0,FALSE
1533,858,858,858,0,FALSE
1534,858,858,858,0,FALSE
1535,869,869,869,0,FALSE
1536,814,814,814,0,FALSE
1537,935,935,935,0,FALSE
1538,935,935,935,0,FALSE
